Chemical,logFC,AveExpr,t,P.Value,adj.P.Val,B
Fenson...3.7054763,0.327543464,0.248978814,0.705875466,0.490047822,0.955096448,-4.621523225
PS.18.1.9Z..22.2.13Z.16Z.....14.319168,-0.288995029,-1.691922784,-0.705503157,0.490273426,0.955096448,-4.621549031
C3.H12.N4.O.S2...5.1649165,-0.1309893,-1.008247216,-0.704991107,0.490583808,0.955096448,-4.621584502
PE.19.0.17.0.,0.26276545,0.290303805,0.704615328,0.490811661,0.955096448,-4.621610519
Flufenacet...1.0536817,0.232778207,-1.283345788,0.703551584,0.491456999,0.955096448,-4.621684099
C28.H62.Cl.N7...9.442417,0.239769864,-1.221233193,0.701205979,0.492881756,0.955096448,-4.621845998
C3.H.Cl2.N3.O4.S...1.6712724,-0.234373371,-1.284773313,-0.701159987,0.492909716,0.955096448,-4.621849168
C20.H36.O2,-0.232310108,2.42754325,-0.698619952,0.494455348,0.955096448,-4.622023933
C37.H67.N17.O...11.440475,-0.297029407,-0.557567468,-0.698521317,0.494515425,0.955096448,-4.622030708
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.536101,-0.280719379,-0.704081586,-0.698169828,0.494729547,0.955096448,-4.622054845
X416.3152.6.79706,0.227657107,0.035314782,0.69754657,0.49510936,0.955096448,-4.622097617
Etn.1.P.Cer.d14.1.18.0....9.086642,0.227777771,-0.327408857,0.69612683,0.495975182,0.955096448,-4.622194921
C12.H20.Cl2.N2.O12.S,0.145910072,0.214544916,0.696125947,0.495975721,0.955096448,-4.622194982
PE.18.3.6Z.9Z.12Z..18.0....15.672838,-0.24481,-1.65996287,-0.695823649,0.49616019,0.955096448,-4.622215677
X5.Acetylamino.6.amino.3.methyluracil,-0.3068854,-0.147069548,-0.695365676,0.496439732,0.955096448,-4.622247015
C7.H9.N5.O5,-1.370450026,-1.271156765,-0.691678548,0.498693656,0.955096448,-4.622498646
DG.22.5.7Z.10Z.13Z.16Z.19Z..24.0.0.0....15.563422,-0.305881845,-1.868734457,-0.691160335,0.499010912,0.955096448,-4.622533916
C21.H42.Cl2.O,-0.219830782,1.077700481,-0.689623022,0.499952765,0.955096448,-4.622638408
C3.H12.N4.O.S2...4.931083,-0.132706129,-0.995204379,-0.688371502,0.500720283,0.955096448,-4.622723321
C45.H85.Cl.N4.O4.S2,-0.294007015,-1.358414591,-0.684553103,0.503066201,0.955096448,-4.622981538
PS.17.0.21.0....19.271044,0.222222043,-0.134540064,0.684175325,0.503298641,0.955096448,-4.623007015
PS.22.1.11Z..18.0....16.214201,-0.176691164,-0.911159411,-0.680666129,0.505460751,0.955096448,-4.623243071
Tumonoic.Acid.A,-0.213174579,1.070695675,-0.678356611,0.506886618,0.955096448,-4.623397834
PS.18.1.9Z..22.2.13Z.16Z.....14.459587,-0.227925827,-2.313135712,-0.676658763,0.507936319,0.955096448,-4.623511306
X414.3003.6.3234205,-0.16694675,-0.777329591,-0.675954187,0.508372291,0.955096448,-4.62355832
Glyceraldehyde,0.211979472,0.153293832,0.674719677,0.509136688,0.955096448,-4.623640589
PS.20.2.11Z.14Z..18.0.,-0.257556457,-0.809819132,-0.669785125,0.512198678,0.955096448,-4.623968083
C15.H30.O2...6.64007,-0.257468129,1.348000234,-0.667788481,0.513440613,0.955096448,-4.62409998
C45.H80.N6.O9...21.064558,-0.286928766,-2.055508146,-0.667770359,0.513451893,0.955096448,-4.624101176
PS.21.0.20.4.5Z.8Z.11Z.14Z..,0.226275036,-1.203798546,0.667251259,0.513775063,0.955096448,-4.624135408
PE.20.2.11Z.14Z..24.1.15Z..,-0.275765569,-2.006318343,-0.663347625,0.516209004,0.955096448,-4.624392069
all.trans.Decaprenyl.diphosphate,-0.300582614,-0.679032516,-0.662130522,0.516969209,0.955096448,-4.624471815
X5.Oxoavermectin...2a...aglycone,-0.28360858,-1.161674726,-0.661478899,0.517376475,0.955096448,-4.624514456
PE.22.1.13Z..20.2.11Z.14Z..,-0.253500271,-0.79051485,-0.661110612,0.517606735,0.955096448,-4.624538539
C57.H81.Cl.N2.O,0.223776193,-1.477495988,0.65768146,0.519753487,0.955096448,-4.624762197
PS.18.1.9Z..22.1.11Z.....15.102465,0.259671871,-0.292073227,0.656688345,0.520376142,0.955096448,-4.624826775
Cys.Cys.Cys...0.76705885,0.193813993,-1.268192986,0.647764717,0.525989803,0.955096448,-4.625403074
Corrinoid,-0.119661429,-1.02963725,-0.647214684,0.52633692,0.955096448,-4.625438362
Bismuth.subsalicylate,0.134641012,0.204494067,0.646878829,0.526548936,0.955096448,-4.625459896
C3.H11.Cl.N4.S3...0.30285713,-0.276235908,0.209127797,-0.646409508,0.526845285,0.955096448,-4.62548997
N.6...Octanoyl.lysine,-0.272144586,-1.329632507,-0.646276523,0.526929274,0.955096448,-4.625498489
PS.O.18.0.0.0....5.7556357,-0.168462014,-0.135005034,-0.646229228,0.526959146,0.955096448,-4.625501518
X870.6814.6.6631665,0.226484429,1.125820055,0.644895434,0.527801968,0.955096448,-4.625586858
PS.20.2.11Z.14Z..22.2.13Z.16Z.....15.318903,-0.227381464,-0.926976121,-0.642107446,0.529566116,0.955096448,-4.625764727
p.Chloroacetoacetanilide,-0.274287014,-0.918281759,-0.640324398,0.530696085,0.955096448,-4.625878115
PE.18.3.6Z.9Z.12Z..18.0....15.565064,-0.262962971,-0.01004638,-0.638332325,0.531960098,0.955096448,-4.626004457
C30.H56.N2.S...18.71569,0.162692143,-1.154480177,0.638104411,0.532104821,0.955096448,-4.626018889
C3.H.Cl2.N3.O4.S...3.3165627,-0.118821221,-1.187955755,-0.637190854,0.532685137,0.955096448,-4.62607669
C26.H37.N9.O2,-0.17797095,0.221867727,-0.63622318,0.533300211,0.955096448,-4.626137833
C34.H70.N22.S,0.224895186,-1.149478104,0.636179235,0.533328153,0.955096448,-4.626140608
C5.H6.Cl.N.S4...0.37139472,-0.282612193,-1.862995789,-0.63195541,0.536017569,0.955096448,-4.626406488
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....19.972895,0.210448014,-1.231381171,0.631107145,0.536558579,0.955096448,-4.626459689
N.Hydroxy.L.phenylalanine,-0.157586569,-1.0987952,-0.628427713,0.538269448,0.955096448,-4.626627311
PS.22.2.13Z.16Z..20.1.11Z.....19.171545,-0.275996201,-1.797839963,-0.627621433,0.538784858,0.955096448,-4.626677624
PS.22.1.11Z..18.0....16.7242,-0.185432143,0.832538357,-0.62702296,0.539167603,0.955096448,-4.626714931
butoconazole,-0.153183676,0.247422304,-0.626470508,0.539521048,0.955096448,-4.626749341
PE.20.0.22.1.13Z..,-0.267837404,-0.793818893,-0.62537702,0.540221008,0.955096448,-4.626817367
DG.18.0.14.0.0.0....8.767833,-0.119405214,-1.141352571,-0.625222809,0.540319761,0.955096448,-4.626826952
C3.H2.Cl3.N5.S...2.7257352,-0.209902836,-0.766356064,-0.624599837,0.540718798,0.955096448,-4.62686565
C14.H22.O...12.619071,-0.163698079,0.07827715,-0.623239304,0.541590829,0.955096448,-4.626950042
C16.H21.Cl3.N2.O2.S4,-0.183892143,-1.104357538,-0.622804101,0.541869933,0.955096448,-4.626977002
N.arachidonoyl.histidine...8.815466,-0.122122721,-1.002282,-0.620757626,0.543183428,0.955096448,-4.627103545
PE.O.20.0.16.0.,-0.116185964,-1.464475211,-0.618921426,0.544363435,0.955096448,-4.627216762
PS.19.1.9Z..20.0....17.71475,-0.190744071,-0.806197611,-0.617928751,0.545001942,0.955096448,-4.62727784
PE.19.0.17.0....19.151455,0.25216915,-0.085236484,0.616967117,0.54562087,0.955096448,-4.627336924
C47.H92.Cl3.N.O,-0.185905814,1.023455541,-0.616677695,0.545807223,0.955096448,-4.62735469
X282.7644.7.1612496,0.180509343,2.085618805,0.615143397,0.5467957,0.955096448,-4.627448743
DG.22.2.13Z.16Z..22.5.4Z.7Z.10Z.13Z.16Z..0.0.,0.195922986,0.249192818,0.613956138,0.547561261,0.955096448,-4.627521376
C47.H84.N6.O2.S2,-0.183428279,-0.092841166,-0.613529068,0.547836783,0.955096448,-4.627547471
PE.18.1.9Z..22.0....14.600475,-0.271612671,-1.799790705,-0.6112547,0.549305339,0.955096448,-4.627686162
X292.445.0.6582778,-0.16040605,0.201931495,-0.610446287,0.549827841,0.955096448,-4.627735345
PE.20.0.22.1.13Z.....21.325453,-0.215672769,-1.393224559,-0.610234528,0.549964752,0.955096448,-4.627748219
Scyphostatin.A,-0.258117092,-1.288838239,-0.609499048,0.550440411,0.955096448,-4.627792899
C42.H72.N16.O3...21.744446,0.209248964,-0.90956903,0.608057667,0.551373241,0.955096448,-4.627880319
C25.H11.Cl.O7.S2,-0.177645693,-2.239731175,-0.60739471,0.551802577,0.955096448,-4.627920463
Cys.Cys.Cys,0.133034729,0.138901723,0.607291921,0.55186916,0.955096448,-4.627926684
PS.22.0.18.2.9Z.12Z.....15.437999,0.209337014,-0.147330898,0.606730904,0.552232642,0.955096448,-4.627960619
PS.22.4.7Z.10Z.13Z.16Z..21.0....21.11743,0.16547535,-0.38215365,0.6041508,0.553905941,0.955096448,-4.628116316
C42.H83.N3.O10,-0.1636391,0.793362986,-0.603695439,0.554201542,0.955096448,-4.628143731
C20.H36.Cl2.N6.O5.S4,0.178104243,-1.265019298,0.602675024,0.554864258,0.955096448,-4.628205098
Lactosylceramide..d18.1.18.0....6.2358336,0.157908557,-1.15892203,0.602033395,0.555281185,0.955096448,-4.628243636
PS.20.1.11Z..18.0....15.313383,-0.269663804,-1.221091288,-0.601228709,0.555804302,0.955096448,-4.628291914
C36.H71.N13.O5,0.193164531,1.851168852,0.600904732,0.556014989,0.955096448,-4.628311334
X2.Fluoropalmitic.Acid,-0.111706921,1.808707941,-0.600122249,0.556524027,0.955096448,-4.6283582
Phenthoate,0.180013464,0.082937914,0.600066746,0.556560143,0.955096448,-4.628361522
Diallyl.disulfide,0.188560443,-1.1049404,0.598879101,0.557333257,0.955096448,-4.628432542
C3.H2.Cl3.N5.S...2.4819396,-0.176442364,-0.710201821,-0.597815905,0.558025843,0.955096448,-4.628496009
PI.20.2.11Z.14Z..18.2.9Z.12Z.....14.04282,-0.256961677,0.929942905,-0.597028356,0.558539161,0.955096448,-4.628542955
C16.H22.N4.O2,-0.263095536,0.637366668,-0.596241252,0.559052441,0.955096448,-4.628589818
X147.9733.10.838154,-0.166059836,1.514863261,-0.595659707,0.559431833,0.955096448,-4.628624406
Ins.1.P.Cer.d18.1.22.0....21.046343,0.199332443,-1.298416863,0.595403876,0.559598777,0.955096448,-4.628639611
C10.H20.N6.O,-0.183886809,-1.857360274,-0.595327491,0.559648628,0.955096448,-4.62864415
PE.18.1.9Z..22.0....14.958485,-0.175077321,-0.89556907,-0.594437511,0.560229622,0.955096448,-4.628696995
Chloramphenicol.3.acetate...0.84891176,0.17992145,-1.284460059,0.594186988,0.560393226,0.955096448,-4.628711857
Diallyl.disulfide...1.1606,0.183678493,-1.268411786,0.593945197,0.560551152,0.955096448,-4.628726196
C10.H17.Cl3.N2.O10.S,-0.200962436,-0.077187095,-0.593464955,0.56086489,0.955096448,-4.628754659
C14.H22.O...13.967032,-0.161657057,-0.898491121,-0.592646539,0.561399768,0.955096448,-4.628803117
PS.19.1.9Z..20.0....17.025454,-0.156038514,-0.901491486,-0.592609365,0.56142407,0.955096448,-4.628805316
C45.H80.N6.O9,-0.267464377,-1.881273473,-0.591692467,0.562023646,0.955096448,-4.628859529
MGDG.18.2.9Z.12Z..18.2.9Z.12Z.....15.179455,-0.16382505,-0.418427986,-0.590300363,0.562934613,0.955096448,-4.62894169
C42.H72.N16.O3...21.05589,-0.257906414,-2.006148566,-0.590141624,0.563038538,0.955096448,-4.628951048
C24.1.Sulfatide...19.361841,0.198913721,-0.703949007,0.589210347,0.563648443,0.955096448,-4.629005898
PS.19.1.9Z..20.0....17.883844,-0.152879521,-0.93578463,-0.589110046,0.563714151,0.955096448,-4.629011801
C38.H64.N22.O,0.197514321,-1.297552521,0.586715254,0.56528422,0.955096448,-4.629152461
C41.H89.Cl.N6.O5.S2,-0.255042379,-1.084935627,-0.586558012,0.565387391,0.955096448,-4.629161678
Lactosylceramide..d18.1.18.0....6.7748094,0.157328236,-1.321843107,0.586443054,0.565462824,0.955096448,-4.629168415
X820.6018.20.221434,-0.21560135,-0.336138598,-0.585909869,0.56581276,0.955096448,-4.629199647
C44.H87.Cl.O12,-0.261547234,-1.826377279,-0.584026136,0.567049986,0.955096448,-4.629309778
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...10.476455,-0.197920679,-0.3933874,-0.583460313,0.567421893,0.955096448,-4.629342794
PS.22.1.11Z..14.0.,-0.156273671,-1.129978593,-0.582470025,0.5680731,0.955096448,-4.629400507
C33.H61.N3.O2...10.178686,-0.259668429,-1.849206698,-0.581478853,0.568725279,0.955096448,-4.629458182
Phe.Phe.Phe,-0.139495432,-0.403948836,-0.581066473,0.568996735,0.955096448,-4.62948215
C6.H4.Cl3.N.O.S,0.192919586,-1.254907814,0.578986594,0.57036688,0.955096448,-4.6296028
C14.H22.O...14.18,-0.168787029,0.322804696,-0.578832639,0.570468369,0.955096448,-4.629611714
C45.H80.N6.O9...21.584604,0.205001714,-0.946819677,0.578328058,0.570801057,0.955096448,-4.629640916
PI.20.0.16.0....11.42125,0.148220536,-1.644716143,0.57790524,0.571079914,0.955096448,-4.629665368
Cerebroside.C,0.221503371,0.25898592,0.577338212,0.571453991,0.955096448,-4.629698134
Glucuronic.acid,-0.149934736,-0.177601986,-0.577009389,0.571670979,0.955096448,-4.629717122
C28.H62.Cl.N7...9.724885,0.200168857,-1.206242404,0.576616768,0.571930123,0.955096448,-4.62973978
PS.19.1.9Z..20.0....17.58964,-0.160884707,0.641006411,-0.575837349,0.572444749,0.955096448,-4.629784719
Glucosylsphingosine,-0.19554465,0.828245082,-0.574375022,0.573410924,0.955096448,-4.629868879
C12.H24.O2,0.214037821,-0.535669432,0.573352537,0.574086992,0.955096448,-4.629927608
C9.H4.O.S,-0.159192814,-0.420181236,-0.573217015,0.57417663,0.955096448,-4.629935385
MID42065..5E...24R..24.25.dihydroxy..6.19.19.trideutrio.vitamin.D3....5E...24R..24.25.dihydroxy..6.1,0.15204535,-0.588803811,0.571836846,0.575089927,0.955096448,-4.630014487
C3.H12.N4.S4,0.185666986,-1.010873577,0.57039508,0.576044785,0.955096448,-4.630096931
C37.H62.N4.O2,0.112175557,-1.187644725,0.569534727,0.576614972,0.955096448,-4.630146036
Cys.Cys.Cys...1.2066059,0.168486514,-1.371880121,0.568598572,0.577235725,0.955096448,-4.63019939
C42.H85.Cl.N10.O.S2,0.156558764,-0.2781188,0.565826048,0.579076169,0.955096448,-4.630356925
C28.H62.Cl.N7...9.598296,0.196369757,-1.22064928,0.565484972,0.579302789,0.955096448,-4.630376255
C39.H78.N12.O6.S,-0.154540493,-0.992641679,-0.563488256,0.580630367,0.955096448,-4.630489203
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....12.515,-0.237113541,-2.112982028,-0.563188773,0.580829622,0.955096448,-4.630506112
Cerebroside.D...14.235571,-0.148875636,-0.908162846,-0.563069385,0.580909064,0.955096448,-4.63051285
PS.P.18.0.22.0....20.934084,-0.151420486,-0.132932671,-0.561775853,0.58177015,0.955096448,-4.630585772
Cys.Cys.Cys...2.054217,-0.141965079,-1.286723029,-0.561772584,0.581772327,0.955096448,-4.630585956
PS.21.0.22.4.7Z.10Z.13Z.16Z..,0.169346286,-0.513037661,0.561211237,0.582146211,0.955096448,-4.630617553
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.173659,0.193220679,-1.189924651,0.560259318,0.582780516,0.955096448,-4.630671068
PS.20.3.8Z.11Z.14Z..22.2.13Z.16Z.....11.54669,-0.152957457,0.176242236,-0.560040788,0.582926182,0.955096448,-4.630683341
X151.8943.0.5280572,-0.236236586,-1.260719846,-0.558932216,0.583665408,0.955096448,-4.630745533
PS.17.0.21.0....19.32175,0.193579043,-1.190098139,0.558412068,0.584012422,0.955096448,-4.630774674
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....17.918354,-0.145706379,0.012450675,-0.55718981,0.584828256,0.955096448,-4.630843052
Cys.Cys.Cys...1.5302801,-0.17188865,-1.630890943,-0.557051283,0.584920758,0.955096448,-4.630850793
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....20.131767,-0.149186757,-1.113470036,-0.556565596,0.585245131,0.955096448,-4.630877919
PE.19.0.17.0....19.107,0.205554064,-0.942535295,0.556402415,0.585354135,0.955096448,-4.630887028
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.778618,-0.161919664,-0.855458189,-0.555242103,0.58612951,0.955096448,-4.630951726
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....18.241158,0.145814143,-0.203495988,0.554805214,0.586421595,0.955096448,-4.630976054
Discodermolide,-0.146685443,-0.719719216,-0.554243481,0.586797254,0.955096448,-4.631007308
X30...2..O.2.hydroxy.ethane..3.hydroxy.propane..hopane...9.702417,-0.190729143,-1.129471336,-0.553586657,0.587236658,0.955096448,-4.631043815
Valdecoxib,0.166669729,-1.072407263,0.553119227,0.587549462,0.955096448,-4.631069771
Plastoquinol.9...14.049154,-0.142772621,-0.831194943,-0.551191643,0.588840293,0.955096448,-4.631176591
PE.19.0.20.3.8Z.11Z.14Z.....11.686152,0.200914571,-0.881253309,0.549519957,0.589960914,0.955096448,-4.631268949
X763.5941.11.978813,-0.16410265,-0.928708595,-0.549228976,0.590156084,0.955096448,-4.631284999
Trp.Ile.Lys,-0.223418464,-0.959761232,-0.549144172,0.590212971,0.955096448,-4.631289675
dTDP.2.6.dideoxy.L.glycero.hex.2.enos.4.ulose,0.162843221,-1.097002227,0.545698577,0.592526616,0.955096448,-4.631479092
PI.20.3.5Z.8Z.11Z..18.1.11Z.....15.291111,-0.182596543,-1.702458088,-0.545521477,0.592645658,0.955096448,-4.631488798
PE.22.0.22.5.4Z.7Z.10Z.13Z.16Z.....12.725724,0.201363086,-0.176735989,0.543016784,0.594330524,0.955096448,-4.631625751
N.3.oxo.tetradec.7.Z..enoyl.L.Homoserine.lactone,-0.1375546,0.95497458,-0.542749931,0.594510173,0.955096448,-4.631640307
C35.H22.N6.O5,-0.138499929,-1.622975686,-0.542719457,0.59453069,0.955096448,-4.631641969
C16.H7.Cl.O7,-0.141379769,1.0230413,-0.542375887,0.594762029,0.955096448,-4.631660699
Mupirocin,0.165962093,-0.410401132,0.542191616,0.594886125,0.955096448,-4.631670741
PE.22.0.22.5.4Z.7Z.10Z.13Z.16Z.....12.832843,-0.165469829,-0.967631596,-0.541208502,0.595548411,0.955096448,-4.631724259
X530.473.9.794,-0.186912914,-1.160983502,-0.540990599,0.595695254,0.955096448,-4.631736109
C9.H23.Cl3.N6.O3.S4,-0.140382416,0.36004657,-0.54075103,0.595856718,0.955096448,-4.631749131
C4.H2.Cl2.O2.S2...1.5871538,-0.198800614,-0.897669121,-0.540702287,0.595889572,0.955096448,-4.63175178
C25.H46.O2.S,-0.15362315,-1.370367848,-0.540657545,0.59591973,0.955096448,-4.631754212
Fortimicin.AP,-0.176096849,1.676640685,-0.540348126,0.596128315,0.955096448,-4.631771021
PS.P.18.0.22.0....21.553442,0.14561145,0.048881418,0.540241048,0.596200506,0.955096448,-4.631776836
C28.H62.Cl.N7,-0.241504157,-1.89170473,-0.538079024,0.597659064,0.955096448,-4.631894015
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....18.50805,-0.1380217,0.712598561,-0.537929457,0.597760032,0.955096448,-4.631902105
Isosorbide.2.mononitrate...0.72685003,0.173762714,-1.206667141,0.535348313,0.599503801,0.955096448,-4.632041389
PS.20.1.11Z..18.0.,0.142650831,-1.722211601,0.534480071,0.600090933,0.955096448,-4.6320881
Siphonaxanthin.ester..Siphonaxanthin.dodecenoate...Siphonein....19.493784,0.185743407,-1.144902686,0.534275576,0.60022926,0.955096448,-4.632099092
Dimethylenetriurea,-0.181439307,-1.236596648,-0.532391838,0.601504224,0.955096448,-4.632200156
Cys.Cys.Cys...1.4549999,0.148223579,-1.125705013,0.532306703,0.601561877,0.955096448,-4.632204716
PS.22.6.4Z.7Z.10Z.13Z.16Z.19Z..21.0....13.852715,-0.142699464,0.611269011,-0.530626446,0.602700299,0.955096448,-4.632294568
PE.20.1.11Z..18.2.9Z.12Z.....22.259718,-0.244053854,0.098927666,-0.527149003,0.605059724,0.955096448,-4.632479679
X820.605.19.557032,-0.194814757,-0.650146763,-0.526896603,0.605231152,0.955096448,-4.63249307
PE.16.1.9Z..20.3.8Z.11Z.14Z.....16.292437,0.142107279,-0.887820864,0.526760513,0.605323593,0.955096448,-4.632500288
PS.17.0.21.0.,-0.13934105,-0.730521745,-0.525992457,0.605845435,0.955096448,-4.632540991
PS.20.2.11Z.14Z..22.2.13Z.16Z.....14.4628315,0.188431054,1.27827444,0.525960439,0.605867194,0.955096448,-4.632542687
C22.H27.Cl.N12.O.S4,0.158498764,-1.260985855,0.525922351,0.605893079,0.955096448,-4.632544704
X.R..Mevalonic.acid,-0.241860988,-1.70906468,-0.525797623,0.605977846,0.955096448,-4.632551308
Cys.Cys.Cys...1.0011764,0.159797793,-1.277948188,0.525715337,0.606033773,0.955096448,-4.632555664
DG.22.1.13Z..22.4.7Z.10Z.13Z.16Z..0.0..iso2....12.06003,-0.194054421,-0.697757027,-0.525550536,0.60614579,0.955096448,-4.632564386
X256.5319.7.0213637,-0.158935093,0.691824238,-0.525521933,0.606165233,0.955096448,-4.632565899
Ubiquinol,-0.139991957,0.471193486,-0.524922741,0.606572601,0.955096448,-4.632597588
PS.17.0.21.0....19.5754,0.193026386,-0.621168452,0.524762095,0.606681841,0.955096448,-4.632606078
X196.9136.2.0714347,-0.140948786,0.491491879,-0.523092798,0.607817539,0.955096448,-4.632694157
DG.14.1.9Z..18.0.0.0.,-0.184190343,-0.661164282,-0.522742815,0.608055779,0.955096448,-4.63271259
PS.17.0.21.0....19.585947,-0.240743708,-1.511185875,-0.521265327,0.609062035,0.955096448,-4.632790279
X763.593.12.039801,0.200420379,0.021919764,0.519747055,0.61009691,0.955096448,-4.632869898
C4.H4.Cl2.N6.O.S3,-0.146633459,0.100245076,-0.518506031,0.610943441,0.955096448,-4.632934816
Ins.1.P.Cer.d18.1.22.0....21.221111,-0.215875314,-1.352595496,-0.518401363,0.611014864,0.955096448,-4.632940284
mucic.acid...1.2332727,0.154760086,-1.247260623,0.517547068,0.611597962,0.955096448,-4.632984879
C23.H47.Cl.N2.O5...14.001999,-0.133094557,-1.353761779,-0.515174654,0.613218662,0.955096448,-4.633108359
X870.6803.6.6974545,0.172657914,0.949549429,0.514040777,0.613993993,0.955096448,-4.633167186
C6.H10.O2.S,-0.142274179,1.586594971,-0.512487574,0.61505682,0.955096448,-4.633247572
PS.22.0.14.0.,-0.140925721,-0.556590764,-0.512323006,0.615169483,0.955096448,-4.633256075
X872.699.17.070116,-0.177487336,-0.394427202,-0.511652332,0.615628726,0.955096448,-4.633290704
C40.H70.N14.O,-0.1852762,-0.281646629,-0.510729528,0.616260884,0.955096448,-4.633338282
PE.19.0.20.3.8Z.11Z.14Z.....11.623866,0.168634957,-1.335567804,0.51012529,0.61667498,0.955096448,-4.633369392
C3.H.Cl2.N3.O4.S...3.2277777,-0.096901557,-1.303787079,-0.509670616,0.616986664,0.955096448,-4.633392778
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.446486,-0.179141257,-0.823823245,-0.509327867,0.617221672,0.955096448,-4.633410394
mucic.acid,0.115969577,-0.057247357,0.5088776,0.617530467,0.955096448,-4.63343352
PS.O.16.0.22.1.11Z.....14.647529,0.170732007,0.415082414,0.504850996,0.620295199,0.955096448,-4.633639467
PS.22.2.13Z.16Z..20.1.11Z.....20.029264,0.166054929,-0.617415695,0.504055848,0.620841856,0.955096448,-4.633679954
C45.H95.Cl2.N5.O4.S,-0.130656593,-1.283384618,-0.502147663,0.62215465,0.955096448,-4.633776869
C11.H22.N14,-0.189709543,-1.331747734,-0.501712204,0.622454422,0.955096448,-4.633798937
X6R.hydroxy.tetradecanoic.acid,-0.120556264,1.082620909,-0.500848094,0.62304948,0.955096448,-4.633842674
C46.H88.N2.O7.S2,0.193821636,-0.283034921,0.500005036,0.623630301,0.955096448,-4.633885277
Lumazine,0.1833399,-0.930678657,0.499697783,0.623842045,0.955096448,-4.633900787
C14.H33.Cl3.N10.O8.S2,-0.181007321,0.244149229,-0.499613068,0.623900433,0.955096448,-4.633905062
C42.H81.Cl.N8.S,-0.159773071,-0.162810371,-0.499444083,0.624016909,0.955096448,-4.633913587
C10.H3.Cl.N2.O3...1.9818181,-0.150905857,1.402502643,-0.49902403,0.624306483,0.955096448,-4.633934766
X871.6457.6.8722796,-0.140933779,-1.691083941,-0.498081715,0.624956321,0.955096448,-4.633982217
PS.20.3.8Z.11Z.14Z..22.0.,-0.169269536,0.573747629,-0.497495665,0.625360633,0.955096448,-4.634011685
C3.H.Cl2.N3.O4.S...2.568088,-0.151483957,-0.651456586,-0.496811831,0.625832562,0.955096448,-4.634046029
PS.22.4.7Z.10Z.13Z.16Z..22.1.11Z.....17.475895,-0.214997153,-1.721170654,-0.49638943,0.626124153,0.955096448,-4.634067221
PE.18.1.9Z..22.0.,0.1696429,-0.588070857,0.495589803,0.626676326,0.955096448,-4.634107291
PE.22.0.22.5.4Z.7Z.10Z.13Z.16Z.....12.8657055,0.162247571,0.677979082,0.494250626,0.627601591,0.955096448,-4.634174262
C22.H52.N8.O3...18.971481,-0.126778593,-1.306069255,-0.494175579,0.627653462,0.955096448,-4.63417801
X2.3.Diketo.L.gulonate...0.8830882,0.149772029,-1.23623597,0.493828267,0.62789354,0.955096448,-4.634195348
C11.H22.Cl.N3.O6.S2,0.161934293,-0.156201189,0.493341208,0.628230292,0.955096448,-4.634219643
Lactosylceramide..d18.1.18.0....6.577894,0.159171929,-1.008307964,0.493230713,0.628306699,0.955096448,-4.634225152
C52.H86.O.S3,-0.150977743,-0.459826568,-0.492908962,0.628529216,0.955096448,-4.634241185
PS.18.0.22.0....13.7417555,-0.208749236,0.369278582,-0.492534151,0.628788475,0.955096448,-4.634259851
Ins.1.P.Cer.d18.1.22.0....21.755308,-0.179480421,-0.704247323,-0.49193411,0.62920363,0.955096448,-4.634289704
C4.H2.Cl2.O2.S2...3.8134286,0.131172436,-0.229010041,0.491896074,0.629229951,0.955096448,-4.634291595
C51.H85.N.O3.S,-0.131526193,-0.716801764,-0.489988518,0.630550623,0.955096448,-4.634386266
X530.4728.10.166618,-0.181023836,-0.660102104,-0.489963843,0.630567715,0.955096448,-4.634387488
C43.H88.Cl.N.O.S3,0.164147736,-1.062060052,0.48980862,0.63067524,0.955096448,-4.634395176
C47.H92.N2.O2.S4,-0.16853035,-0.781676111,-0.48780483,0.632064057,0.955096448,-4.634494213
C24.H54.Cl.N7,0.155423821,-0.005017452,0.487752158,0.632100583,0.955096448,-4.634496811
X142.1268.0.49654764,-0.133747301,1.283869243,-0.487620118,0.632192151,0.955096448,-4.634503323
Methanophenazine...13.860354,0.135349657,0.424745318,0.487568509,0.632227943,0.955096448,-4.634505868
TG.16.1.9Z..17.0.17.2.9Z.12Z...iso6....18.032316,-0.152331421,-0.356587693,-0.487536704,0.632250001,0.955096448,-4.634507436
C35.H74.N18.O4.S,0.177167397,-0.854413243,0.487024952,0.63260497,0.955096448,-4.634532654
L.Lyxose,-0.166455243,-0.322021146,-0.486742827,0.632800702,0.955096448,-4.634546546
Dimethyl.phosphate,0.128250607,-0.359549257,0.486564219,0.632924629,0.955096448,-4.634555337
PE.20.1.11Z..18.2.9Z.12Z.....21.892612,0.159451657,-0.312817066,0.486446456,0.633006347,0.955096448,-4.634561132
